Subaward Report ID,Prime PIID,Builder,Original Candidate Hulls,Timing Candidate Hulls,Timing Candidate Count,Candidate Stages,Stage Consensus Flag,Narrowing Result,Lifecycle Confidence,Lifecycle Attribution Scope,Assigned Hull
20700735,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700736,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 125,1,Outfit / test,TRUE,Single candidate,High,"Evidence-based narrowing, not modeled allocation",
20700737,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 125,1,Outfit / test,TRUE,Single candidate,High,"Evidence-based narrowing, not modeled allocation",
20700738,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700739,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 123 / DDG 125,2,Outfit / test,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700740,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700741,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700742,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700743,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700744,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700745,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Outfit / test,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700747,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700748,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700749,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700750,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700751,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700754,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 125,1,Outfit / test,TRUE,Single candidate,High,"Evidence-based narrowing, not modeled allocation",
20700756,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 123 / DDG 125,2,Outfit / test,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700757,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700758,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700759,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700760,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700761,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700762,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700763,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700764,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700765,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700766,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700767,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700768,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700769,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700770,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700771,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700772,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700773,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700774,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700775,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700776,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700777,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700778,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700779,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700780,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700781,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700782,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700783,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700784,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700785,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700786,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700787,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700788,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700789,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700790,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700810,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700817,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700818,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700819,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700820,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700822,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700823,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700831,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700835,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700839,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700844,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700846,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700847,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700850,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700859,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,,0,,FALSE,Exception (no window match),Flagged,"Evidence-based narrowing, not modeled allocation",
20700860,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,,0,,FALSE,Exception (no window match),Flagged,"Evidence-based narrowing, not modeled allocation",
20700861,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 123 / DDG 125,2,Outfit / test,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700862,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700863,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700864,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700865,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700866,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700867,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700868,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700869,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700870,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700871,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700872,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700873,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700876,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700877,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700879,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700881,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700882,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700883,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700884,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700885,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700886,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700887,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700888,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700894,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700897,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700898,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700899,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700901,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 121 / DDG 123 / DDG 125,3,Construction / Outfit / test,FALSE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700902,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700904,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700905,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700906,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700907,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700908,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700909,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700910,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700911,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
20700913,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 123 / DDG 125,2,Outfit / test,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
20700915,N0002413C2307,HII-Ingalls,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
