Subaward Report ID,Prime PIID,Original Hull Confidence,Candidate Hull,Builder,Subaward Date,Candidate Hull Stage on Date,Window Match Flag,Date Source Confidence,Lifecycle Confidence,Include as Timing Candidate?,Reason
20700768,N0002413C2307,C,DDG 119,HII-Ingalls,2014-07-31,Long-lead,TRUE,Actual,Low,TRUE,Jul 2014 in DDG 119 long-lead window (before fabrication start)
20700768,N0002413C2307,C,DDG 121,HII-Ingalls,2014-07-31,Long-lead,TRUE,Actual,Low,TRUE,Jul 2014 in DDG 121 long-lead window (before fabrication start)
20700768,N0002413C2307,C,DDG 123,HII-Ingalls,2014-07-31,Long-lead,TRUE,Actual,Low,TRUE,Jul 2014 in DDG 123 long-lead window (before fabrication start)
20700768,N0002413C2307,C,DDG 125,HII-Ingalls,2014-07-31,Long-lead,FALSE,Actual,Low,FALSE,Jul 2014 too early for DDG 125 (> 48 mo before fab start) - excluded
20700769,N0002413C2307,C,DDG 117,HII-Ingalls,2017-09-19,Outfit / test,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 117 outfit / test window (post-launch)
20700769,N0002413C2307,C,DDG 119,HII-Ingalls,2017-09-19,Outfit / test,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 119 outfit / test window (post-launch)
20700769,N0002413C2307,C,DDG 121,HII-Ingalls,2017-09-19,Construction,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 121 construction window
20700769,N0002413C2307,C,DDG 123,HII-Ingalls,2017-09-19,Construction,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 123 construction window
20700769,N0002413C2307,C,DDG 125,HII-Ingalls,2017-09-19,Long-lead,TRUE,Actual,Low,TRUE,Sep 2017 in DDG 125 long-lead window (before fabrication start)
20700770,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700770,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700770,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700770,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700770,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-23,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700771,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700771,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700771,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700771,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700771,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-23,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700772,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700772,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700772,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700772,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700772,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-23,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700773,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700773,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700773,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700773,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700773,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-23,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700774,N0002413C2307,C,DDG 117,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 117 long-lead window (before fabrication start)
20700774,N0002413C2307,C,DDG 119,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 119 long-lead window (before fabrication start)
20700774,N0002413C2307,C,DDG 121,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 121 long-lead window (before fabrication start)
20700774,N0002413C2307,C,DDG 123,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 123 long-lead window (before fabrication start)
20700774,N0002413C2307,C,DDG 125,HII-Ingalls,2013-07-23,Long-lead,FALSE,Actual,Low,FALSE,Jul 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700775,N0002413C2307,C,DDG 117,HII-Ingalls,2017-09-19,Outfit / test,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 117 outfit / test window (post-launch)
20700775,N0002413C2307,C,DDG 119,HII-Ingalls,2017-09-19,Outfit / test,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 119 outfit / test window (post-launch)
20700775,N0002413C2307,C,DDG 121,HII-Ingalls,2017-09-19,Construction,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 121 construction window
20700775,N0002413C2307,C,DDG 123,HII-Ingalls,2017-09-19,Construction,TRUE,Actual,Low,TRUE,Sep 2017 within DDG 123 construction window
20700775,N0002413C2307,C,DDG 125,HII-Ingalls,2017-09-19,Long-lead,TRUE,Actual,Low,TRUE,Sep 2017 in DDG 125 long-lead window (before fabrication start)
20700776,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700776,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700776,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700776,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700776,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-30,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700777,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700777,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700777,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700777,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700777,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-30,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700778,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700778,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700778,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700778,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-30,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700778,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-30,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700779,N0002413C2307,C,DDG 117,HII-Ingalls,2014-05-30,Long-lead,TRUE,Actual,Low,TRUE,May 2014 in DDG 117 long-lead window (before fabrication start)
20700779,N0002413C2307,C,DDG 119,HII-Ingalls,2014-05-30,Long-lead,TRUE,Actual,Low,TRUE,May 2014 in DDG 119 long-lead window (before fabrication start)
20700779,N0002413C2307,C,DDG 121,HII-Ingalls,2014-05-30,Long-lead,TRUE,Actual,Low,TRUE,May 2014 in DDG 121 long-lead window (before fabrication start)
20700779,N0002413C2307,C,DDG 123,HII-Ingalls,2014-05-30,Long-lead,TRUE,Actual,Low,TRUE,May 2014 in DDG 123 long-lead window (before fabrication start)
20700779,N0002413C2307,C,DDG 125,HII-Ingalls,2014-05-30,Long-lead,FALSE,Actual,Low,FALSE,May 2014 too early for DDG 125 (> 48 mo before fab start) - excluded
20700780,N0002413C2307,C,DDG 117,HII-Ingalls,2015-04-17,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 117 long-lead window (before fabrication start)
20700780,N0002413C2307,C,DDG 119,HII-Ingalls,2015-04-17,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 119 long-lead window (before fabrication start)
20700780,N0002413C2307,C,DDG 121,HII-Ingalls,2015-04-17,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 121 long-lead window (before fabrication start)
20700780,N0002413C2307,C,DDG 123,HII-Ingalls,2015-04-17,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 123 long-lead window (before fabrication start)
20700780,N0002413C2307,C,DDG 125,HII-Ingalls,2015-04-17,Long-lead,FALSE,Actual,Low,FALSE,Apr 2015 too early for DDG 125 (> 48 mo before fab start) - excluded
20700781,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700781,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700781,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700781,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700781,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-22,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700782,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700782,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700782,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700782,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-23,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700782,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-23,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700783,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700783,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700783,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700783,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700783,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-22,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700784,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700784,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700784,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700784,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-22,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700784,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-22,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700785,N0002413C2307,C,DDG 117,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 117 long-lead window (before fabrication start)
20700785,N0002413C2307,C,DDG 119,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 119 long-lead window (before fabrication start)
20700785,N0002413C2307,C,DDG 121,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 121 long-lead window (before fabrication start)
20700785,N0002413C2307,C,DDG 123,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 123 long-lead window (before fabrication start)
20700785,N0002413C2307,C,DDG 125,HII-Ingalls,2013-07-23,Long-lead,FALSE,Actual,Low,FALSE,Jul 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700786,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700786,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700786,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700786,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700786,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-05,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700787,N0002413C2307,C,DDG 117,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 117 long-lead window (before fabrication start)
20700787,N0002413C2307,C,DDG 119,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 119 long-lead window (before fabrication start)
20700787,N0002413C2307,C,DDG 121,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 121 long-lead window (before fabrication start)
20700787,N0002413C2307,C,DDG 123,HII-Ingalls,2013-08-05,Long-lead,TRUE,Actual,Low,TRUE,Aug 2013 in DDG 123 long-lead window (before fabrication start)
20700787,N0002413C2307,C,DDG 125,HII-Ingalls,2013-08-05,Long-lead,FALSE,Actual,Low,FALSE,Aug 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700788,N0002413C2307,C,DDG 117,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 117 long-lead window (before fabrication start)
20700788,N0002413C2307,C,DDG 119,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 119 long-lead window (before fabrication start)
20700788,N0002413C2307,C,DDG 121,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 121 long-lead window (before fabrication start)
20700788,N0002413C2307,C,DDG 123,HII-Ingalls,2013-07-23,Long-lead,TRUE,Actual,Low,TRUE,Jul 2013 in DDG 123 long-lead window (before fabrication start)
20700788,N0002413C2307,C,DDG 125,HII-Ingalls,2013-07-23,Long-lead,FALSE,Actual,Low,FALSE,Jul 2013 too early for DDG 125 (> 48 mo before fab start) - excluded
20700789,N0002413C2307,C,DDG 117,HII-Ingalls,2014-03-21,Long-lead,TRUE,Actual,Low,TRUE,Mar 2014 in DDG 117 long-lead window (before fabrication start)
20700789,N0002413C2307,C,DDG 119,HII-Ingalls,2014-03-21,Long-lead,TRUE,Actual,Low,TRUE,Mar 2014 in DDG 119 long-lead window (before fabrication start)
20700789,N0002413C2307,C,DDG 121,HII-Ingalls,2014-03-21,Long-lead,TRUE,Actual,Low,TRUE,Mar 2014 in DDG 121 long-lead window (before fabrication start)
20700789,N0002413C2307,C,DDG 123,HII-Ingalls,2014-03-21,Long-lead,TRUE,Actual,Low,TRUE,Mar 2014 in DDG 123 long-lead window (before fabrication start)
20700789,N0002413C2307,C,DDG 125,HII-Ingalls,2014-03-21,Long-lead,FALSE,Actual,Low,FALSE,Mar 2014 too early for DDG 125 (> 48 mo before fab start) - excluded
20700790,N0002413C2307,C,DDG 117,HII-Ingalls,2015-04-24,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 117 long-lead window (before fabrication start)
20700790,N0002413C2307,C,DDG 119,HII-Ingalls,2015-04-24,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 119 long-lead window (before fabrication start)
20700790,N0002413C2307,C,DDG 121,HII-Ingalls,2015-04-24,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 121 long-lead window (before fabrication start)
20700790,N0002413C2307,C,DDG 123,HII-Ingalls,2015-04-24,Long-lead,TRUE,Actual,Low,TRUE,Apr 2015 in DDG 123 long-lead window (before fabrication start)
20700790,N0002413C2307,C,DDG 125,HII-Ingalls,2015-04-24,Long-lead,FALSE,Actual,Low,FALSE,Apr 2015 too early for DDG 125 (> 48 mo before fab start) - excluded
20700810,N0002413C2307,D,DDG 117,HII-Ingalls,2017-06-28,Outfit / test,TRUE,Actual,Low,TRUE,Jun 2017 within DDG 117 outfit / test window (post-launch)
20700810,N0002413C2307,D,DDG 119,HII-Ingalls,2017-06-28,Construction,TRUE,Actual,Low,TRUE,Jun 2017 within DDG 119 construction window
20700810,N0002413C2307,D,DDG 121,HII-Ingalls,2017-06-28,Construction,TRUE,Actual,Low,TRUE,Jun 2017 within DDG 121 construction window
20700810,N0002413C2307,D,DDG 123,HII-Ingalls,2017-06-28,Construction,TRUE,Actual,Low,TRUE,Jun 2017 within DDG 123 construction window
20700810,N0002413C2307,D,DDG 125,HII-Ingalls,2017-06-28,Long-lead,TRUE,Actual,Low,TRUE,Jun 2017 in DDG 125 long-lead window (before fabrication start)
20700817,N0002413C2307,C,DDG 117,HII-Ingalls,2018-12-20,Outfit / test,TRUE,Actual,Low,TRUE,Dec 2018 within DDG 117 outfit / test window (post-launch)
20700817,N0002413C2307,C,DDG 119,HII-Ingalls,2018-12-20,Outfit / test,TRUE,Actual,Low,TRUE,Dec 2018 within DDG 119 outfit / test window (post-launch)
20700817,N0002413C2307,C,DDG 121,HII-Ingalls,2018-12-20,Outfit / test,TRUE,Actual,Low,TRUE,Dec 2018 within DDG 121 outfit / test window (post-launch)
20700817,N0002413C2307,C,DDG 123,HII-Ingalls,2018-12-20,Construction,TRUE,Actual,Low,TRUE,Dec 2018 within DDG 123 construction window
20700817,N0002413C2307,C,DDG 125,HII-Ingalls,2018-12-20,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 125 long-lead window (before fabrication start)
20700818,N0002413C2307,C,DDG 117,HII-Ingalls,2019-11-26,Post-delivery,FALSE,Actual,Low,FALSE,Nov 2019 after DDG 117 delivery - outside core build
20700818,N0002413C2307,C,DDG 119,HII-Ingalls,2019-11-26,Outfit / test,TRUE,Actual,Low,TRUE,Nov 2019 within DDG 119 outfit / test window (post-launch)
20700818,N0002413C2307,C,DDG 121,HII-Ingalls,2019-11-26,Outfit / test,TRUE,Actual,Low,TRUE,Nov 2019 within DDG 121 outfit / test window (post-launch)
20700818,N0002413C2307,C,DDG 123,HII-Ingalls,2019-11-26,Construction,TRUE,Actual,Low,TRUE,Nov 2019 within DDG 123 construction window
20700818,N0002413C2307,C,DDG 125,HII-Ingalls,2019-11-26,Construction,TRUE,Actual,Low,TRUE,Nov 2019 within DDG 125 construction window
20700819,N0002413C2307,C,DDG 117,HII-Ingalls,2016-07-26,Construction,TRUE,Actual,Low,TRUE,Jul 2016 within DDG 117 construction window
20700819,N0002413C2307,C,DDG 119,HII-Ingalls,2016-07-26,Construction,TRUE,Actual,Low,TRUE,Jul 2016 within DDG 119 construction window
20700819,N0002413C2307,C,DDG 121,HII-Ingalls,2016-07-26,Construction,TRUE,Actual,Low,TRUE,Jul 2016 within DDG 121 construction window
20700819,N0002413C2307,C,DDG 123,HII-Ingalls,2016-07-26,Long-lead,TRUE,Actual,Low,TRUE,Jul 2016 in DDG 123 long-lead window (before fabrication start)
20700819,N0002413C2307,C,DDG 125,HII-Ingalls,2016-07-26,Long-lead,TRUE,Actual,Low,TRUE,Jul 2016 in DDG 125 long-lead window (before fabrication start)
20700820,N0002413C2307,C,DDG 117,HII-Ingalls,2017-05-02,Outfit / test,TRUE,Actual,Low,TRUE,May 2017 within DDG 117 outfit / test window (post-launch)
20700820,N0002413C2307,C,DDG 119,HII-Ingalls,2017-05-02,Construction,TRUE,Actual,Low,TRUE,May 2017 within DDG 119 construction window
20700820,N0002413C2307,C,DDG 121,HII-Ingalls,2017-05-02,Construction,TRUE,Actual,Low,TRUE,May 2017 within DDG 121 construction window
20700820,N0002413C2307,C,DDG 123,HII-Ingalls,2017-05-02,Construction,TRUE,Actual,Low,TRUE,May 2017 within DDG 123 construction window
20700820,N0002413C2307,C,DDG 125,HII-Ingalls,2017-05-02,Long-lead,TRUE,Actual,Low,TRUE,May 2017 in DDG 125 long-lead window (before fabrication start)
20700822,N0002413C2307,C,DDG 117,HII-Ingalls,2021-04-29,Post-delivery,FALSE,Actual,Medium,FALSE,Apr 2021 after DDG 117 delivery - outside core build
20700822,N0002413C2307,C,DDG 119,HII-Ingalls,2021-04-29,Post-delivery,FALSE,Actual,Medium,FALSE,Apr 2021 after DDG 119 delivery - outside core build
20700822,N0002413C2307,C,DDG 121,HII-Ingalls,2021-04-29,Outfit / test,TRUE,Actual,Medium,TRUE,Apr 2021 within DDG 121 outfit / test window (post-launch)
20700822,N0002413C2307,C,DDG 123,HII-Ingalls,2021-04-29,Outfit / test,TRUE,Actual,Medium,TRUE,Apr 2021 within DDG 123 outfit / test window (post-launch)
20700822,N0002413C2307,C,DDG 125,HII-Ingalls,2021-04-29,Construction,TRUE,Actual,Medium,TRUE,Apr 2021 within DDG 125 construction window
20700823,N0002413C2307,C,DDG 117,HII-Ingalls,2015-03-13,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 117 long-lead window (before fabrication start)
20700823,N0002413C2307,C,DDG 119,HII-Ingalls,2015-03-13,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 119 long-lead window (before fabrication start)
20700823,N0002413C2307,C,DDG 121,HII-Ingalls,2015-03-13,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 121 long-lead window (before fabrication start)
20700823,N0002413C2307,C,DDG 123,HII-Ingalls,2015-03-13,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 123 long-lead window (before fabrication start)
20700823,N0002413C2307,C,DDG 125,HII-Ingalls,2015-03-13,Long-lead,FALSE,Actual,Low,FALSE,Mar 2015 too early for DDG 125 (> 48 mo before fab start) - excluded
20700831,N0002413C2307,C,DDG 117,HII-Ingalls,2015-02-19,Long-lead,TRUE,Actual,Low,TRUE,Feb 2015 in DDG 117 long-lead window (before fabrication start)
20700831,N0002413C2307,C,DDG 119,HII-Ingalls,2015-02-19,Long-lead,TRUE,Actual,Low,TRUE,Feb 2015 in DDG 119 long-lead window (before fabrication start)
20700831,N0002413C2307,C,DDG 121,HII-Ingalls,2015-02-19,Long-lead,TRUE,Actual,Low,TRUE,Feb 2015 in DDG 121 long-lead window (before fabrication start)
20700831,N0002413C2307,C,DDG 123,HII-Ingalls,2015-02-19,Long-lead,TRUE,Actual,Low,TRUE,Feb 2015 in DDG 123 long-lead window (before fabrication start)
20700831,N0002413C2307,C,DDG 125,HII-Ingalls,2015-02-19,Long-lead,FALSE,Actual,Low,FALSE,Feb 2015 too early for DDG 125 (> 48 mo before fab start) - excluded
20700835,N0002413C2307,C,DDG 117,HII-Ingalls,2015-03-12,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 117 long-lead window (before fabrication start)
20700835,N0002413C2307,C,DDG 119,HII-Ingalls,2015-03-12,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 119 long-lead window (before fabrication start)
20700835,N0002413C2307,C,DDG 121,HII-Ingalls,2015-03-12,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 121 long-lead window (before fabrication start)
20700835,N0002413C2307,C,DDG 123,HII-Ingalls,2015-03-12,Long-lead,TRUE,Actual,Low,TRUE,Mar 2015 in DDG 123 long-lead window (before fabrication start)
20700835,N0002413C2307,C,DDG 125,HII-Ingalls,2015-03-12,Long-lead,FALSE,Actual,Low,FALSE,Mar 2015 too early for DDG 125 (> 48 mo before fab start) - excluded
20700839,N0002413C2307,D,DDG 117,HII-Ingalls,2020-05-05,Post-delivery,FALSE,Actual,Medium,FALSE,May 2020 after DDG 117 delivery - outside core build
20700839,N0002413C2307,D,DDG 119,HII-Ingalls,2020-05-05,Post-delivery,FALSE,Actual,Medium,FALSE,May 2020 after DDG 119 delivery - outside core build
