Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name,HII Work-Item Code,Builder,SWBS Subsystem,SWBS,SWBS basis,Direct Hull Text,Direct Hull Count,Prime Requirement Hull Text,Prime Requirement Hull Count,Lifecycle Stage,Lifecycle Stage Basis,Date Source Confidence,Narrowing Result,Lifecycle Confidence
YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",HUNTINGTON INGALLS INCORPORATED,EZN9VQG18FN1,,21031282,bffd3ee2-fcba-11ef-8e2a-e7034f2d18cd,5532-0,2024-07-02,2024-08-07,26423.59,DDG 128 VSR NO.SA24798,2141 WOODWARD AVE,,kingsford,01,MI,Michigan,USA,United States,498024206,2X; MF,For-Profit Organization; Manufacturer of Goods,154229; 247723; 207532; 147257; 213067,Scott  Abata; Scott  Sievert; Steve  Miller; Wayne  Grieme; Fritz  Wenzel,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40597226685E9,2024-08-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF DDG 51 SHIP,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Jul 2024 within DDG 128 outfit / test window (post-launch),Actual,,
Q35JL9GFCAK3,MAROTTA CONTROLS INC,HUNTINGTON INGALLS INCORPORATED,,,21031444,bfff1e10-fcba-11ef-8e2a-e7034f2d18cd,5526-0,2024-07-03,2024-08-07,34386.0,SRI & OSI DDG128 FMR 1107 COSAL,78 BOONTON AVE,,montville,11,NJ,New Jersey,USA,United States,07045,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40597226685E9,2024-08-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF DDG 51 SHIP,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Jul 2024 within DDG 128 outfit / test window (post-launch),Actual,,
J8ATNVMEGLK1,CHAND LLC,HUNTINGTON INGALLS INCORPORATED,J8ATNVMEGLK1,CHAND LLC,21030303,be872654-fcba-11ef-8e2a-e7034f2d18cd,5719-0,2024-07-11,2024-08-07,25232.72,OSI DDG128 FMR 1107 COSAL,157 HIGHWAY 654,,mathews,06,LA,Louisiana,USA,United States,703752009,2X; LJ,For-Profit Organization; Limited Liability Company,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40597226685E9,2024-08-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF DDG 51 SHIP,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Jul 2024 within DDG 128 outfit / test window (post-launch),Actual,,
CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",HUNTINGTON INGALLS INCORPORATED,,,21030185,be85c228-fcba-11ef-8e2a-e7034f2d18cd,6488-0,2024-07-24,2024-08-07,35500.0,SRI DDG128 FMR 1107 COSAL,1201 ACTIVITY DR,,vista,49,CA,California,USA,United States,920818510,2X; 8W; A2,For-Profit Organization; Woman-Owned Business,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40597226685E9,2024-08-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF DDG 51 SHIP,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Jul 2024 within DDG 128 outfit / test window (post-launch),Actual,,
C18KXNHETC95,KITCO FIBER OPTICS INC,HUNTINGTON INGALLS INCORPORATED,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,21031229,bffc89e8-fcba-11ef-8e2a-e7034f2d18cd,6248-0,2024-07-25,2024-08-07,32822.8,DDG 128 - KITCO Fiber Optics MQJ Components,1151 AZALEA GARDEN RD,,norfolk,03,VA,Virginia,USA,United States,235025601,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40597226685E9,2024-08-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF DDG 51 SHIP,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Jul 2024 within DDG 128 outfit / test window (post-launch),Actual,,
LCZDJ6YPNYG6,"MARTIN ENERGY SERVICES, LLC",HUNTINGTON INGALLS INCORPORATED,,,21031500,bfffb21c-fcba-11ef-8e2a-e7034f2d18cd,5416-0,2024-08-01,2024-09-23,772487.5,FUEL (DDG-128),"3 RIVERWAY
STE 400",,houston,07,TX,Texas,USA,United States,770561947,2X; LJ,For-Profit Organization; Limited Liability Company,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
EDNNTCM7SUS8,"IMIA, LLC",HUNTINGTON INGALLS INCORPORATED,KZA5CX3J8KE8,,21031055,bffab1b8-fcba-11ef-8e2a-e7034f2d18cd,7025-0,2024-08-02,2024-09-23,850322.0,DDG 128 SOW FOR SURFACE PREP/COATING OF UPTAKES,30500 STATE HIGHWAY 181 STE 128,,spanish fort,01,AL,Alabama,USA,United States,365275806,2X; LJ,For-Profit Organization; Limited Liability Company,350580; 245300; 250000; 311548; 385000,DOUGLAS A EISS; MICHAEL R PETERS; JONATHAN D THOMPSON; STANLEY R BROWN; MICHAEL J HOOD,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
DY2JXQ22MA14,KSARIA SERVICE CORPORATION,HUNTINGTON INGALLS INCORPORATED,,,21031230,bffc8c7c-fcba-11ef-8e2a-e7034f2d18cd,7085-0,2024-08-09,2024-09-23,68281.7,DDG 128 SOW FOR FIBER OPTIC PERFORMANCE TESTING,6 WENTWORTH DR,,hudson,02,NH,New Hampshire,USA,United States,030514918,2X,For-Profit Organization,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
C4C1WKKFJ8H5,ENERGY RENTAL SOLUTIONS LLC,HUNTINGTON INGALLS INCORPORATED,,,21030633,be8ac642-fcba-11ef-8e2a-e7034f2d18cd,7204-0,2024-08-14,2024-09-23,39897.0,DDG 128 DC Load bank,4300 RICE DRIER RD,,pearland,22,TX,Texas,USA,United States,775812813,2X,For-Profit Organization,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",HUNTINGTON INGALLS INCORPORATED,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",21031057,bffab73a-fcba-11ef-8e2a-e7034f2d18cd,7695-0,2024-08-16,2024-09-23,91173.0,DDG 128 VSR NO.SA19532,3811 N HOLTON ST,,milwaukee,04,WI,Wisconsin,USA,United States,532121213,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
F99CKJDLYZR3,"WESCO DISTRIBUTION, INC.",HUNTINGTON INGALLS INCORPORATED,,,21032161,c0fdb4a2-fcba-11ef-8e2a-e7034f2d18cd,7885-0,2024-08-19,2024-09-23,34950.0,REBUY ES012 14610 / DDG128,2835 ANDREWS AVE,,pascagoula,04,MS,Mississippi,USA,United States,395671801,2X,For-Profit Organization,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
EDNNTCM7SUS8,"IMIA, LLC",HUNTINGTON INGALLS INCORPORATED,KZA5CX3J8KE8,,21031052,bffaaa56-fcba-11ef-8e2a-e7034f2d18cd,7030-0,2024-08-22,2024-09-23,211258.0,DDG 128 SOW SP&C APPLICATION FOR INTAKE SPACES,30500 STATE HIGHWAY 181 STE 128,,spanish fort,01,AL,Alabama,USA,United States,365275806,2X; LJ,For-Profit Organization; Limited Liability Company,245300; 350580; 311548; 385000; 250000,MICHAEL R PETERS; DOUGLAS A EISS; STANLEY R BROWN; MICHAEL J HOOD; JONATHAN D THOMPSON,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",HUNTINGTON INGALLS INCORPORATED,,,21031148,bffbad3e-fcba-11ef-8e2a-e7034f2d18cd,7959-0,2024-08-23,2024-09-23,34871.01,REBUY S012 R-500416 / DDG128,631 S. RICHLAND AVENUE,,york,04,PA,Pennsylvania,USA,United States,174033445,20; 2X; MF,Foreign Owned and Located; For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
UK6NAHCH8459,CAROLINA POWER SYSTEMS OF SUMTER INC,HUNTINGTON INGALLS INCORPORATED,,,21030295,be871178-fcba-11ef-8e2a-e7034f2d18cd,7245-0,2024-08-29,2024-09-23,209294.19,REBUY S012 R-500525 / DDG128,551 N PIKE E,,sumter,05,SC,South Carolina,USA,United States,291533600,23; 2X; A5; MF; OY; QF,Minority-Owned business; For-Profit Organization; Veteran Owned Business; Manufacturer of Goods; Black American Owned; Service Disabled Veteran Owned,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.40674494985E9,2024-09-20,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DB-3676 WCL AND CBD CHANGES FMR D51-1100
CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Aug 2024 within DDG 128 outfit / test window (post-launch),Actual,,
HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,,,,21030967,bff99ad0-fcba-11ef-8e2a-e7034f2d18cd,9084-0,2024-09-13,2024-10-14,71823.3,REBUY ES012 14907 / DDG128,501 STIMRAD RD,,mobile,01,AL,Alabama,USA,United States,366104133,2X; XS,For-Profit Organization; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.41132807185E9,2024-10-07,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCTION OF DDG 51 SHIP
FY18 DDG128
FIRM SHIP #2 FY18 DDG129 
FIRM SHIP FY19 DDG131
FIRM SHIP FY20 DDG133
OPTION SHIP FY20 DDG135
FIRM SHIP FY21 DDG137
FIRM SHIP FY22 DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Outfit / test,Sep 2024 within DDG 128 outfit / test window (post-launch),Actual,,
EDNNTCM7SUS8,"IMIA, LLC",HUNTINGTON INGALLS INCORPORATED,KZA5CX3J8KE8,,21031056,bffab424-fcba-11ef-8e2a-e7034f2d18cd,7025-0,2024-10-01,2024-11-14,850322.0,DDG 128 SOW FOR SURFACE PREP/COATING OF UPTAKES,30500 STATE HIGHWAY 181 STE 128,,spanish fort,01,AL,Alabama,USA,United States,365275806,2X; LJ,For-Profit Organization; Limited Liability Company,335654; 721154; 284200,N/A  N/A; MICHAEL J HOOD; JONATHAN D THOMPSON; Vaughn E Dayton; N/A  N/A,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.41132807185E9,2024-11-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY21 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Oct 2024 within DDG 128 outfit / test window (post-launch),Actual,,
EDNNTCM7SUS8,"IMIA, LLC",HUNTINGTON INGALLS INCORPORATED,KZA5CX3J8KE8,,21031047,bffa9d4a-fcba-11ef-8e2a-e7034f2d18cd,10180-0,2024-10-04,2024-11-14,109811.0,DDG 128 09108 PORT & STBD RAST TROUGHS,30500 STATE HIGHWAY 181 STE 128,,spanish fort,01,AL,Alabama,USA,United States,365275806,2X; LJ,For-Profit Organization; Limited Liability Company,284200; 335654; 721154,Vaughn E Dayton; N/A  N/A; N/A  N/A; MICHAEL J HOOD; JONATHAN D THOMPSON,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.41132807185E9,2024-11-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY21 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Oct 2024 within DDG 128 outfit / test window (post-launch),Actual,,
LGL1LNBH8KM5,GRISWOLD INDUSTRIES,HUNTINGTON INGALLS INCORPORATED,LGL1LNBH8KM5,GRISWOLD INDUSTRIES,21030913,bff90b56-fcba-11ef-8e2a-e7034f2d18cd,10037-0,2024-10-04,2024-11-14,42220.29,SRI DDG128 FMR 1107 COSAL,1701 PLACENTIA AVE,,costa mesa,48,CA,California,USA,United States,926274416,27; 2X; MF; XS,Self-Certified Small Disadvantaged Business; For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.41132807185E9,2024-11-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY21 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Oct 2024 within DDG 128 outfit / test window (post-launch),Actual,,
Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,HUNTINGTON INGALLS INCORPORATED,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,21030776,bff79802-fcba-11ef-8e2a-e7034f2d18cd,10721-0,2024-10-16,2024-11-14,44258.0,DDG 128 04022-02 CSE PS 314-10A PP-3161,"233, BALLSTON AVENUE",,saratoga springs,20,NY,New York,USA,United States,128664767,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.41132807185E9,2024-11-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY21 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04022-02,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Oct 2024 within DDG 128 outfit / test window (post-launch),Actual,,
EDNNTCM7SUS8,"IMIA, LLC",HUNTINGTON INGALLS INCORPORATED,KZA5CX3J8KE8,,21031046,bffa9a70-fcba-11ef-8e2a-e7034f2d18cd,7025-1,2024-10-22,2024-11-14,60665.2,DDG 128 SOW FOR SURFACE PREP/COATING OF UPTAKES,30500 STATE HIGHWAY 181 STE 128,,spanish fort,01,AL,Alabama,USA,United States,365275806,2X; LJ,For-Profit Organization; Limited Liability Company,721154; 335654; 284200,N/A  N/A; JONATHAN D THOMPSON; MICHAEL J HOOD; N/A  N/A; Vaughn E Dayton,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.41132807185E9,2024-11-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY21 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 128,1,,0,Outfit / test,Oct 2024 within DDG 128 outfit / test window (post-launch),Actual,,
